id,name,brand,county,district,address,lat,lng,category,tags,time_tags,rating,description,dishes,business_hours,source,updated_at
KLF022,大白鯊魚丸,,基隆,仁愛,,25.1296228,121.7409825,中式,sp,午餐|晚餐,4.1,,[],,manual,
KLF023,李家鍋貼饅頭,,基隆,仁愛,,25.1309584,121.7394835,中式,sp,午餐|晚餐,4.1,,[],,manual,
KLF024,順伯三輪車肉圓,,基隆,中山,,25.1322673,121.7352792,中式,sp,午餐|晚餐,4,人氣肉圓，皮薄餡多的肉圓，口感豐富讓人回味無窮。,[],,manual,
KLF025,圳記紅燒鰻,,基隆,,,25.1283552,121.7436772,中式,sp,午餐|晚餐,4,1965年創立，傳承三代，基隆廟口60年老店，紅燒鰻魚羹湯頭清爽鮮甜，鰻魚先炸後燉，免費續湯,[],,manual,
KLF026,阿華炒麵,,基隆,仁愛,,25.1279239,121.7432066,中式,sp,午餐|晚餐,4,,[],,manual,
KLF027,阿嬌炒麵,,基隆,仁愛,,25.1278231,121.7414626,中式,sp,午餐|晚餐,4,,[],,manual,
KLF028,梁社漢排骨-基隆義二店,,基隆,中正,,25.1311736,121.7453743,中式,sp,午餐|晚餐,4,,[],,manual,
KLF029,多好咖啡店,,基隆,仁愛,,25.1276061,121.7417865,咖啡廳,sp,下午茶,4.6,,[],,manual,
KLF030,母湯 Mom's Soup,,基隆,中正,,25.1533961,121.7694153,中式,,午餐|晚餐,5,,[],,manual,
KLF031,享鍋物,,基隆,仁愛,,25.1314346,121.7394607,火鍋,,午餐|晚餐,5,美味火鍋料理，選擇多樣，人氣火鍋。,[],,manual,
KLF032,食運糖水鋪,,基隆,仁愛,,25.1275412,121.7427946,甜品,,午餐|晚餐,5,超人氣甜品店，招牌糖水清甜可口，讓人一試成主顧。,[],,manual,
KLF033,陶林歡喜蔬食 D68,,基隆,仁愛,,25.1278371,121.7409564,素食,,午餐|晚餐,5,素食餐廳，提供健康蔬食料理。,[],,manual,
KLF034,蔬食幸福食坊,,基隆,仁愛,,25.128742,121.7384739,素食,,午餐|晚餐,5,素食餐廳，提供健康蔬食料理。,[],,manual,
KLF035,滿緣素食,,基隆,仁愛,,25.1282651,121.740944,素食,,午餐|晚餐,5,素食餐廳，提供健康蔬食料理。,[],,manual,
KLF036,藍綠早蔬食坊（採預約制．請透過下方訂位按鈕與我們聯繫）,,基隆,安樂,,25.146022,121.708982,素食,,午餐|晚餐,5,素食餐廳，提供健康蔬食料理。,[],,manual,
KLF037,基隆阿惠素食,,基隆,安樂,,25.1305678,121.7340634,素食,,午餐|晚餐,5,素食餐廳，提供健康蔬食料理。,[],,manual,
KLF038,素食麵線焿油飯,,基隆,暖暖,,25.098999,121.7356256,素食,,早餐,5,素食餐廳，提供健康蔬食料理。,[],,manual,
KLF039,活力蔬食 早餐,,基隆,七堵,,25.0930544,121.7146511,素食,,早餐,5,素食餐廳，提供健康蔬食料理。,[],,manual,
KLF040,百福素食麵線羹.素香排,,基隆,七堵,,25.0828974,121.6970841,素食,,午餐|晚餐,5,素食餐廳，提供健康蔬食料理。,[],,manual,
KLF041,美鳳素食,,基隆,仁愛,,25.1278111,121.7417856,素食,,午餐|晚餐,5,素食餐廳，提供健康蔬食料理。,[],,manual,
KLF042,赤富士日式燒肉鍋物-基隆店,,基隆,中正,,25.134251,121.7463879,日式,,午餐|晚餐,4.9,,[],,manual,
KLF043,佐藤お帰り,,基隆,安樂,,25.132134,121.733975,中式,,午餐|晚餐,4.9,,[],,manual,
KLF044,小家咖啡,,基隆,安樂,,25.1404288,121.710672,咖啡廳,,下午茶,4.9,"充滿溫馨氛圍的咖啡館, 理想的放鬆與聚會場所。",[],,manual,
KLF045,銘 燒肉,,基隆,信義,,25.1341497,121.7826714,西式,,午餐|晚餐,4.9,精緻的台式燒肉，讓每一口都充滿滿足感。,[],,manual,
KLF046,焼肉スマイル（燒肉Smile）基隆潮境公園店,,基隆,信義,,25.1448841,121.8037948,日式,,午餐|晚餐,4.9,,"[""Smile盛合套餐"",""牛舌牛橫膈膜盛合"",""海鮮盛合套餐"",""牛肋間條套餐"",""海陸牛特盛""]",,manual,
KLF047,鍋之日手作鍋物/壽喜燒（深溪店）,,基隆,信義,,25.1325051,121.782431,火鍋,,午餐|晚餐,4.9,,[],,manual,
KLF048,鮨聚壽司｜提前預約優先｜每月排休制《基隆百福》,,基隆,七堵,,25.0836937,121.6948067,日式,,午餐|晚餐,4.9,,[],,manual,
KLF049,巷弄有一鍋,,基隆,仁愛,,25.1284149,121.7423172,火鍋,,午餐|晚餐,4.9,氛圍愜意的工業風餐廳，供應傳統火鍋和熱炒。,[],,manual,
KLF050,麻江湖火鍋-基隆廟口店,,基隆,仁愛,,25.1289133,121.7440624,火鍋,,午餐|晚餐,4.9,超人氣火鍋，湯底鮮美，食材新鮮。,[],,manual,
KLF051,森森小匠鍋,,基隆,仁愛,,25.1303007,121.7402187,火鍋,,午餐|晚餐,4.9,招牌火鍋，極致味蕾體驗，深受食客喜愛。,[],,manual,
KLF052,聚 日式鍋物 基隆信一店,,基隆,中正,,25.1309333,121.744792,火鍋,,午餐|晚餐,4.9,超人氣日式火鍋，精緻食材，滿足味蕾。,[],,manual,
KLF053,涮一鍋,,基隆,中正,,25.1306753,121.7455342,中式,,午餐|晚餐,4.9,人氣鍋品，創新口味，讓人驚喜連連。,[],,manual,
KLF054,涮樂和牛鍋物 食べ放題 第一品牌-基隆店,,基隆,仁愛,,25.1306591,121.7433013,火鍋,,午餐|晚餐,4.9,火鍋吃到飽，超人氣選擇，滿足肉食控。,"[""炙燒焦糖鮭魚握"",""松阪豚和牛放題方案"",""極上雙和牛放題方案"",""世界三大和牛放題方案"",""澳洲黑毛和牛M6-M9+""]",,manual,
KLF055,肉出微笑涮涮鍋 基隆店,,基隆,,,25.1333986,121.7450376,火鍋,,午餐|晚餐,4.9,招牌涮涮鍋讓你品味肉質的鮮美，人氣之選。,[],,manual,
KLF056,基隆宵麻辣頂級火鍋,,基隆,仁愛,,25.129459,121.7442217,火鍋,,午餐|晚餐,4.9,,[],,manual,
KLF057,豐盛鍋物,,基隆,中正,,25.1306515,121.7455092,火鍋,,午餐|晚餐,4.9,專注於火鍋的多樣選擇，讓你每次都有新體驗。,[],,manual,
KLF058,來一品火鍋-基隆自助式吃到飽鍋物/慶生/約會/聚餐/特色,,基隆,安樂,,25.1419342,121.7077238,火鍋,,午餐|晚餐,4.9,自助式吃到飽，聚會慶生的好選擇，讓你盡情享受。,[],,manual,
KLF059,御品鮮 中式套餐/各類鍋物/咖啡/飲料,,基隆,仁愛,,25.1291115,121.7417599,咖啡廳,,下午茶,4.9,結合中式套餐與火鍋，提供精緻美食，適合各類聚餐需求。,[],,manual,
KLF060,NONNONSAID CAFE/儂儂說甜點專門店,,基隆,仁愛,,25.1242366,121.7429895,咖啡廳,,下午茶,4.9,"精緻甜點與香醇咖啡的完美結合, 人氣甜品店",[],,manual,
KLF061,習慣這家Café- 基隆廟口店,,基隆,仁愛,,25.129094,121.743696,咖啡廳,,下午茶,4.9,超人氣的台菜與茶飲，必試的美味讓人一再回訪。,[],,manual,
KLF062,Yaong Caffe & YNV ｜與十隻貓咪共處一室｜定食 珈琲 專賣（每週限量義大利麵）,,基隆,仁愛,,25.1288044,121.7426498,咖啡廳,,下午茶,4.9,與十隻貓咪共處的日式定食及異國料理，人氣。,[],,manual,
KLF063,良作居食屋(公休日以公告為主),,基隆,中正,,25.1345444,121.747832,中式,,午餐|晚餐,4.9,精緻台菜料理，保證讓你回味無窮。,[],,manual,
KLF064,王烤肉熱炒串燒薑母鴨,,基隆,信義,,25.1316914,121.7819444,西式,,午餐|晚餐,4.9,,[],,manual,
KLF065,西堤牛排 基隆信一店,,基隆,,,25.130947,121.744782,西式,,午餐|晚餐,4.9,超人氣牛排美味無比，成為大家的首選。,"[""牛排"",""鴨胸"",""沙拉"",""酥皮濃湯"",""甜點""]",,manual,
KLF066,鍋之日火鍋店/壽喜燒（七堵店）,,基隆,七堵,,25.0986469,121.7161443,火鍋,,午餐|晚餐,4.9,,[],,manual,
KLF067,魯先生原滷滷味基隆七堵店,,基隆,七堵,,25.09675,121.712014,中式,,午餐|晚餐,4.9,,"[{""name"":""原味滷味"",""description"":""消費滿百85折優惠，開幕期間司機外帶消費滿百贈白飯飲料""},{""name"":""各式滷料"",""description"":""新鮮滷製的各式滷味，基隆七堵明德一路上""},{""name"":""外送滷味"",""description"":""foodpanda可外送，20分鐘外送上門""}]",,manual,
KLF068,We Are 手作餐坊/窯烤披薩,,基隆,七堵,,25.0934994,121.715142,義式,,午餐|晚餐,4.9,,[],,manual,
KLF069,精一健康素食,,基隆,仁愛,,25.1263993,121.7411841,素食,,午餐|晚餐,4.9,素食餐廳，提供健康蔬食料理。,"[{""name"":""素食熱狗"",""description"":""超熱賣一定要預訂或提早購買，有人一次買六根""},{""name"":""素食便當"",""description"":""不像素食料理的超好吃素食，不油膩每次經過都排隊""},{""name"":""年菜素食"",""description"":""除夕當天現做取菜，預計收30套額滿為止""}]",,manual,
KLF070,容易沉米蔬食,,基隆,安樂,,25.1249633,121.7200369,素食,,午餐|晚餐,4.9,素食餐廳，提供健康蔬食料理。,[],,manual,
KLF071,七善德齋-素食烘焙,,基隆,安樂,,25.1468642,121.7086846,烘焙,,午餐|晚餐,4.9,素食餐廳，提供健康蔬食料理。,[],,manual,
KLF072,金庫1985 (咖啡、蔬食、創業孵化器),,基隆,暖暖,,25.0909613,121.7384025,咖啡廳,,下午茶,4.9,素食餐廳，提供健康蔬食料理。,[],,manual,
KLF073,好客堡牛肉麵,,基隆,仁愛,,25.126906,121.7406372,中式,,午餐|晚餐,4.8,,[],,manual,
KLF074,心家純淨蔬食｜vegan |素食｜restaurants｜民生社區素食｜全素餐廳｜素食便當｜素水餃｜素肉圓｜素食年菜｜素食蘿蔔糕｜全素甜點,,基隆,仁愛,,25.1276033,121.7391833,素食,,午餐|晚餐,4.8,素食餐廳，提供健康蔬食料理。,[],,manual,
KLF075,After5步驟六基隆店,,基隆,信義,,25.1314996,121.7513378,中式,,午餐|晚餐,4.8,,"[{""name"":""熊本米麵包"",""description"":""必點招牌，口感紮實有嚼勁""},{""name"":""可麗露"",""description"":""外酥內軟，招牌甜點之一""},{""name"":""肉桂捲"",""description"":""香氣十足，溫暖老宅咖啡廳必吃""}]",,manual,
KLF076,泰機車泰客蔬食,,基隆,仁愛,,25.1330772,121.7462614,素食,,午餐|晚餐,4.8,,"[{""name"":""桔醬青木瓜沙拉"",""description"":""客家桔醬搭配泰式青木瓜沙拉，爽脆開胃""},{""name"":""炒河粉"",""description"":""在地人最愛，五星口味平民價格""},{""name"":""泰式打拋蔬食"",""description"":""泰式風味蔬食版打拋豬""}]",,manual,
KLF077,海之鄉海產餐廳,,基隆,安樂,,25.1537866,121.6969493,中式,,午餐|晚餐,4.8,"新鮮海鮮料理, 讓海味在舌尖上舞動。",[],,manual,
KLF078,陽光廚坊,,基隆,安樂,,25.1406084,121.7089714,中式,,午餐|晚餐,4.8,,[],,manual,
KLF079,逸番亭（假日中午可事先預約開店喔）,,基隆,安樂,,25.1400008,121.7157118,中式,,午餐|晚餐,4.8,"餐點精緻可預約, 給你舒適的用餐享受。",[],,manual,
KLF080,職人の灶咖-基隆總店,,基隆,中正,,25.1355423,121.786317,中式,,午餐|晚餐,4.8,人氣台菜餐廳，專注於傳統工藝與新鮮食材的完美結合。,[],,manual,
KLF081,HND好日子美式海鮮餐廳,,基隆,中正,,25.1323048,121.7459956,西式,,午餐|晚餐,4.8,,[],,manual,
KLF082,小義城義大利麵 基隆店,,基隆,中正,,25.1306809,121.74045,西式,,午餐|晚餐,4.8,,[],,manual,
KLF083,海漾拾光《咖啡/冰品/下午茶》,,基隆,中正,,25.1534306,121.769314,咖啡廳,,下午茶,4.8,甜品與冰品的完美結合，適合午後悠閒時光。,"[{""name"":""彩色水果雪花冰"",""description"":""招牌必點，西瓜、芒果、香蕉搭配椰果，消暑綿密""},{""name"":""原味麻糬鬆餅"",""description"":""外酥脆內軟Q的手烤鬆餅，淋蜂蜜糖漿好滋味""},{""name"":""石花凍飲"",""description"":""基隆特色石花凍飲，清涼解膩的夏日特調""}]",,manual,
KLF084,1632 Cafe & Diner,,基隆,信義,,25.1308811,121.7513587,咖啡廳,,下午茶,4.8,咖啡香氣四溢，提供舒適的用餐體驗。,[],,manual,
KLF085,SundayUncle星期日叔叔,,基隆,信義,,25.1341702,121.7824626,中式,,午餐|晚餐,4.8,,"[{""name"":""嚴選餐盒"",""description"":""健康餐盒為主打的便當，搭配多種主食選擇""},{""name"":""商業午餐"",""description"":""每日限定的商業午餐，平價健康的選擇""},{""name"":""會議餐盒"",""description"":""適合團體訂購的精緻餐盒，食材新鮮搭配均衡""}]",,manual,
KLF086,燒鶴一番町-基隆廟口店（信義國小停車場）｜基隆廟口燒肉｜燒肉吃到飽｜聚會首選｜百人包場｜寵物友善｜,,基隆,信義,,25.1273432,121.7471908,日式,,午餐|晚餐,4.8,聚會首選的燒肉吃到飽，寵物友善環境更添溫馨。,[],,manual,
KLF087,朶雨,,基隆,七堵,,25.0966165,121.7123959,中式,,午餐|晚餐,4.8,提供精緻台菜，食材新鮮，超人氣餐廳，讓人流連忘返。,"[{""name"":""法棍沾咖哩"",""description"":""法棍帶微酥香沾上濃郁咖哩，搭配清爽沙拉，輕食首選""},{""name"":""咖哩雞肉飯"",""description"":""帶辛香味的咖哩雞肉飯，不死甜，整體濃郁美味""},{""name"":""提拉米蘇"",""description"":""口感超濃郁，入口濕潤，整體和諧，搭配咖啡絕佳""}]",,manual,
KLF088,金春喜韓廚-基隆好食城店,,基隆,中正,,25.1337352,121.7447353,異國,,午餐|晚餐,4.8,招牌韓式料理，人氣店鋪，讓你品嚐正宗韓味。,[],,manual,
KLF089,基隆老司雞炸全雞專賣店,,基隆,信義,,25.1366067,121.7733694,中式,,午餐|晚餐,4.8,超人氣炸全雞，外酥內嫩，讓人一試成主顧。,"[{""name"":""炸全雞"",""description"":""招牌整隻炸雞，外酥內嫩多汁，份量十足""},{""name"":""冠軍漁夫鍋"",""description"":""基隆在地特色漁夫鍋，海鮮豐盛鮮美""},{""name"":""基隆三寶全餐"",""description"":""新推出的基隆三寶全餐，品嚐在地特色""}]",,manual,
KLF090,月見牛麵所,,基隆,仁愛,,25.128254,121.743607,中式,,午餐|晚餐,4.8,,[],,manual,
KLF091,火鍋世家基隆信一店,,基隆,信義,,25.1287387,121.7502168,火鍋,,午餐|晚餐,4.8,經典火鍋搭配多樣配料，人氣火鍋餐廳。,[],,manual,
KLF092,加分100%浜中特選昆布鍋物-廟口店-基隆仁愛個人鍋物,,基隆,仁愛,,25.1277579,121.7433153,火鍋,,午餐|晚餐,4.8,,[],,manual,
KLF093,若羚珍饌重慶麻辣火鍋,,基隆,信義,,25.1372965,121.7764682,火鍋,,午餐|晚餐,4.8,正宗麻辣火鍋，火辣口感，超人氣火鍋。,[],,manual,
KLF094,熊一頂級燒肉-基隆東岸店,,基隆,仁愛,,25.13047,121.7434046,西式,,午餐|晚餐,4.8,,[],,manual,
KLF095,暖日咖啡Warm Day Cafe,,基隆,仁愛,,25.1306746,121.7406181,咖啡廳,,下午茶,4.8,,[],,manual,
KLF096,葉子咖啡 Leaf Caf 'e,,基隆,仁愛,,25.1295127,121.7452377,咖啡廳,,下午茶,4.8,,"[{""name"":""手沖咖啡"",""description"":""隱身巷弄的人情咖啡店，近20年歷史，用心沖煮每杯咖啡""},{""name"":""留言簿體驗"",""description"":""近20年留言簿寫滿暖心故事，翻開全是回憶""},{""name"":""甜點"",""description"":""搭配咖啡的手作甜點，簡單溫暖的巷弄小店""}]",,manual,
KLF097,橡果,,基隆,仁愛,,25.1302709,121.7408156,中式,,午餐|晚餐,4.8,提供精緻台菜，搭配季節性食材，讓每一口都有驚喜。,[],,manual,
KLF098,隱山所,,基隆,仁愛,,25.1231942,121.7354036,中式,,午餐|晚餐,4.8,讓人驚艷的中式料理，隱密的環境增添用餐趣味。,[],,manual,
KLF099,木登商行,,基隆,仁愛,,25.1280158,121.7458875,中式,,午餐|晚餐,4.8,享受道地中式台菜的舒適用餐體驗。,"[{""name"":""福岡八女抹茶布丁"",""description"":""超抹布丁，彈牙口感推薦""},{""name"":""酥皮蘋果派配冰淇淋"",""description"":""肉桂香氣濃郁，蘋果果肉香甜""},{""name"":""酒鬼提拉米蘇"",""description"":""酒香提拉米提拉米蘇，隱密二樓咖啡廳""}]",,manual,
KLF100,金茶壺八寶冬粉（基隆廟口美食70年老字號）,,基隆,仁愛,,25.1276779,121.7428914,中式,,午餐|晚餐,4.8,經典八寶冬粉口感滑順，歷久彌新的美味。,[],,manual,
KLF101,漁闆娘,,基隆,仁愛,,25.1276769,121.7398344,中式,,午餐|晚餐,4.8,,[],,manual,
KLF102,站前壽司,,基隆,仁愛,,25.1231675,121.7423803,日式,,午餐|晚餐,4.8,創意壽司拼盤，吸引愛好者一試成主顧。,"[{""name"":""鮭魚炒飯"",""description"":""選用崁仔頂新鮮鮭魚，炒飯料豐富口感實在""},{""name"":""綜合生魚片"",""description"":""崁仔頂新鮮海產製作的生魚片拼盤，平價又豐盛""},{""name"":""握壽司"",""description"":""師傅手藝一流，秉持吃得起吃得飽的精神""}]",,manual,
KLF103,饗㵑居酒屋（中日式料理）,,基隆,信義,,25.1300575,121.7509977,日式,,午餐|晚餐|宵夜,4.8,,"[{""name"":""中日式居酒屋料理"",""description"":""融合中日風味的居酒屋料理，生魚片、烤物、炸物應有盡有""},{""name"":""烤串燒"",""description"":""各式炭烤串燒，外焦內嫩，搭配啤酒最對味""},{""name"":""生魚片拼盤"",""description"":""新鮮生魚片拼盤，基隆港直送海鮮，鮮甜可口""}]",,manual,
KLF104,麥味登_基隆仁二店,,基隆,仁愛,,25.1274801,121.7483282,中式,,午餐|晚餐,4.8,提供美味台菜，顧客評價極高。,[],,manual,
KLF105,city晨市早午餐（11-19販售舒肥餐盒）,,基隆,安樂,,25.132123,121.734036,咖啡廳,,早餐|下午茶,4.8,舒肥餐盒口感絕佳，人氣不斷上升。,"[{""name"":""蘑菇鐵板麵"",""description"":""人氣蘑菇鐵板麵，香濃蘑菇醬搭配鐵板麵，經典早午餐""},{""name"":""起司蛋餅"",""description"":""菜單熱門選擇，起司與蛋餅的完美融合""},{""name"":""里肌肉乳酪餅"",""description"":""創新口味乳酪餅搭配里肌肉，豐盛飽足的早午餐""}]",,manual,
KLF106,冰封仙果 ICE UNA 基隆廟口店,,基隆,仁愛,,25.1291567,121.7420301,甜品,,午餐|晚餐,4.8,超人氣冰品甜品，讓你在炎熱夏日中消暑。,[],,manual,
KLF107,Mini私房點心,,基隆,安樂,,25.1275208,121.7322781,中式,,午餐|晚餐,4.8,招牌點心精緻可口，讓你每一口都感受到用心製作的美味。,"[{""name"":""法式鮮檸塔"",""description"":""店內人氣熱銷的手工點心塔，酸甜濃郁的法式檸檬餡搭配酥脆塔皮，口感清爽。""},{""name"":""經典巧克力塔"",""description"":""使用優質巧克力製作，內餡質地香濃扎實、苦甜適中，搭配酥脆塔皮深受喜愛。""},{""name"":""抹茶稻禾相思豆"",""description"":""日式濃郁抹茶結合香甜飽滿的蜜紅豆，抹茶微苦與紅豆甜香和諧，味道層次分明。""}]",,manual,
KLF108,柒77,,基隆,仁愛,,25.1277418,121.7472994,中式,,午餐|晚餐,4.8,人氣台菜餐廳，菜色精緻美味，令人驚豔。,"[{""name"":""中式料理"",""description"":""仁愛區人氣中式料理，Google評價4.8顆星""},{""name"":""熱炒"",""description"":""平價熱炒料理，適合朋友聚餐小酌""},{""name"":""招牌合菜"",""description"":""店內招牌合菜，新鮮食材，道道美味""}]",,manual,
KLF109,饕饕堂-基隆中山商務便當,,基隆,,,25.1297155,121.736297,中式,,午餐|晚餐,4.8,,[],,manual,
KLF110,那間居酒屋 Najian Izakaya,,基隆,仁愛,,25.1266953,121.7416341,日式,,午餐|晚餐|宵夜,4.8,招牌日式美食搭配酒品，人氣居酒屋。,[],,manual,
KLF111,邱記古早味黑糖剉冰,,基隆,七堵,,25.0972503,121.7147857,中式,,午餐|晚餐,4.8,傳統黑糖剉冰，清涼消暑的甜品首選。,[],,manual,
KLF112,佛緣素食小吃攤,,基隆,仁愛,,25.127639,121.741991,素食,,午餐|晚餐,4.8,素食餐廳，提供健康蔬食料理。,[],,manual,
KLF113,艸木川蔬食（公休日請看臉書）,,基隆,仁愛,,25.1278829,121.7481246,素食,,午餐|晚餐,4.8,素食餐廳，提供健康蔬食料理。,"[{""name"":""招牌紅燒麵"",""description"":""全素紅燒麵，辣味湯頭濃郁入味""},{""name"":""番茄拉麵"",""description"":""全素番茄拉麵，酸甜清爽""},{""name"":""鹽酥G"",""description"":""蛋奶素鹽酥雞，口感酥脆涮嘴""}]",,manual,
KLF114,安樂市場 素食麵攤/素麵線羹,,基隆,安樂,,25.1291008,121.7332566,素食,,午餐|晚餐,4.8,素食餐廳，提供健康蔬食料理。,[],,manual,
KLF115,SweeTea-有點甜｛新東方茶廊｝,,基隆,中正,,25.1370247,121.8025313,中式,,午餐|晚餐,4.7,,[],,manual,
KLF116,小腳落 Little corner（不定期公休，請見臉書）,,基隆,中正,,25.1298406,121.7473979,中式,,午餐|晚餐,4.7,精緻的台菜選擇，雖然不定期公休，卻仍吸引眾多食客。,[],,manual,
KLF117,525創意酒食館,,基隆,中正,,25.1527096,121.7685188,咖啡廳,,下午茶,4.7,,[],,manual,
KLF118,陶板屋 基隆信一店,,基隆,中正,,25.1309204,121.7448044,中式,,午餐|晚餐,4.7,超人氣的陶板料理，讓每一口都充滿驚喜。,[],,manual,
KLF119,萬祝號,,基隆,中正,,25.149916,121.7649974,中式,,午餐|晚餐,4.7,招牌菜品鮮美可口，是喜愛台菜的食客必訪之地。,[],,manual,
KLF120,天晴晴天,,基隆,中正,,25.1408939,121.7590255,中式,,午餐|晚餐,4.7,,[],,manual,
KLF121,群賢閣蔬食餐廳,,基隆,信義,,25.1337482,121.7517553,素食,,午餐|晚餐,4.7,精緻的蔬食料理，健康美味兼具。,[],,manual,
KLF122,C'est Bon Bistro棒棒小餐館,,基隆,七堵,,25.087122,121.698105,中式,,午餐|晚餐,4.7,,[],,manual,
KLF123,隱家茶寮 基隆雨都篇,,基隆,仁愛,,25.1290913,121.7428018,中式,,午餐|晚餐,4.7,濃郁茶香配上精緻小吃，讓人感受隱秘的美味天堂。,[],,manual,
KLF124,鮮牧火鍋,,基隆,仁愛,,25.1300928,121.7413103,火鍋,,午餐|晚餐,4.7,,[],,manual,
KLF125,煮火鍋,,基隆,仁愛,,25.1293622,121.7424014,火鍋,,午餐|晚餐,4.7,愜意的火鍋餐廳，店內展示了種類繁多的運動鞋收藏。,[],,manual,
KLF126,莫初拾六樓景觀KTV餐廳,,基隆,仁愛,,25.129363,121.7430812,中式,,午餐|晚餐,4.7,中式美食搭配美景，適合聚餐與唱歌的好去處。,[],,manual,
KLF127,大嘴巴茶坊 - 基隆廟口,,基隆,仁愛,,25.1285903,121.7426067,中式,,午餐|晚餐,4.7,,[],,manual,
KLF128,基隆「阿不拉海鮮」,,基隆,仁愛,,25.1274584,121.7365903,中式,,午餐|晚餐,4.7,以新鮮海鮮與台菜結合，深受食客喜愛，讓您回味無窮。,[],,manual,
KLF129,(58) 海宴海產店,,基隆,中正,,25.1556424,121.7698253,中式,,午餐|晚餐,4.7,超人氣海產店，菜色新鮮且多樣，是海鮮愛好者的天堂。,[],,manual,
